user_pseudo_id,total_visits,total_sessions,first_visit,last_visit,days_between_first_last
167894277.1762139443,2,2,2025-11-02,2025-11-03,1
410366008.1761224045,2,2,2025-11-02,2025-11-03,1
1787598176.1762136419,2,2,2025-11-02,2025-11-03,1
1111720158.1762137965,2,2,2025-11-02,2025-11-03,1
893817295.1762097194,2,2,2025-11-02,2025-11-03,1
1756065501.1762113690,2,2,2025-11-02,2025-11-03,1
10127660.1762125620,2,2,2025-11-02,2025-11-03,1
1779111500.1762113550,2,2,2025-11-02,2025-11-03,1
272677077.1762133298,2,2,2025-11-02,2025-11-03,1
1956666197.1762122319,2,2,2025-11-02,2025-11-03,1
1711252732.1758471993,2,2,2025-11-02,2025-11-03,1
739691112.1762148248,2,2,2025-11-02,2025-11-03,1
297728651.1762146663,2,2,2025-11-02,2025-11-03,1
1151393026.1762124842,2,2,2025-11-02,2025-11-03,1
1016144853.1761772717,2,2,2025-11-02,2025-11-03,1
660005271.1762135935,2,2,2025-11-02,2025-11-03,1
777015965.1762126866,2,2,2025-11-02,2025-11-03,1
281106732.1762078019,2,2,2025-11-02,2025-11-03,1
1107402381.1761866453,2,2,2025-11-02,2025-11-03,1
1244866971.1761630681,2,2,2025-11-02,2025-11-03,1
1638871004.1762136492,2,2,2025-11-02,2025-11-03,1
730314491.1762132379,2,2,2025-11-02,2025-11-03,1
1003617930.1761319444,2,2,2025-11-02,2025-11-03,1
934728755.1746238781,2,2,2025-11-02,2025-11-03,1
216448281.1762231786,2,2,2025-11-03,2025-11-06,3
279092115.1762204843,2,2,2025-11-03,2025-11-06,3
