week	country	total_views
2025-10-13	Switzerland	13
2025-10-13	Taiwan	3
2025-10-13	Tanzania	1
2025-10-13	Thailand	2
2025-10-13	Trinidad & Tobago	6
2025-10-13	Tunisia	5
2025-10-13	Turks & Caicos Islands	1
2025-10-13	Türkiye	7
2025-10-13	U.S. Virgin Islands	1
2025-10-13	United Arab Emirates	22
2025-10-13	United Kingdom	289
2025-10-13	United States	9042
2025-10-13	Uruguay	4
2025-10-13	Venezuela	10
2025-10-13	Vietnam	2
2025-10-20	Algeria	1
2025-10-20	Antigua & Barbuda	1
2025-10-20	Argentina	15
2025-10-20	Armenia	2
2025-10-20	Australia	405
2025-10-20	Austria	10
2025-10-20	Bahamas	2
2025-10-20	Bahrain	4
2025-10-20	Bangladesh	1
2025-10-20	Belgium	13
2025-10-20	Bolivia	1
2025-10-20	Brazil	43
2025-10-20	Brunei	2
2025-10-20	Bulgaria	10
2025-10-20	Cambodia	1
2025-10-20	Canada	1150
2025-10-20	Cayman Islands	5
2025-10-20	Chile	18
2025-10-20	China	25
2025-10-20	Colombia	23
2025-10-20	Costa Rica	4
2025-10-20	Croatia	3
2025-10-20	Curaçao	1
2025-10-20	Cyprus	4
2025-10-20	Czechia	6
2025-10-20	Denmark	14
2025-10-20	Dominican Republic	18
2025-10-20	Ecuador	4
2025-10-20	Egypt	8
2025-10-20	El Salvador	12
2025-10-20	Estonia	2
2025-10-20	Finland	14
2025-10-20	France	59
2025-10-20	Gabon	2
2025-10-20	Georgia	2
2025-10-20	Germany	122
2025-10-20	Ghana	2
2025-10-20	Greece	9
2025-10-20	Grenada	1
2025-10-20	Guadeloupe	1
2025-10-20	Guam	1
2025-10-20	Guatemala	8
2025-10-20	Haiti	2
2025-10-20	Honduras	12
2025-10-20	Hong Kong	2
2025-10-20	Hungary	4
2025-10-20	Iceland	2
2025-10-20	India	45
2025-10-20	Indonesia	20
2025-10-20	Iran	1
2025-10-20	Ireland	61
2025-10-20	Israel	57
2025-10-20	Italy	37
2025-10-20	Jamaica	2
2025-10-20	Japan	20
2025-10-20	Jordan	10
2025-10-20	Kazakhstan	1
2025-10-20	Kenya	3
2025-10-20	Kuwait	8
2025-10-20	Latvia	4
2025-10-20	Lebanon	6
2025-10-20	Lithuania	3
2025-10-20	Luxembourg	2
2025-10-20	Madagascar	1
2025-10-20	Malawi	1
2025-10-20	Malaysia	29
2025-10-20	Maldives	1
2025-10-20	Malta	7
2025-10-20	Marshall Islands	1
2025-10-20	Martinique	1
2025-10-20	Mauritius	2
2025-10-20	Mexico	131
2025-10-20	Morocco	5
2025-10-20	Mozambique	1
2025-10-20	Nepal	1
2025-10-20	Netherlands	52
2025-10-20	New Zealand	69
2025-10-20	Nigeria	4
2025-10-20	Norway	7
2025-10-20	Oman	6
2025-10-20	Pakistan	16
2025-10-20	Panama	9
2025-10-20	Papua New Guinea	1
2025-10-20	Paraguay	1
2025-10-20	Peru	7
2025-10-20	Philippines	55
2025-10-20	Poland	29
2025-10-20	Portugal	13
2025-10-20	Puerto Rico	23
2025-10-20	Qatar	11
2025-10-20	Romania	17
2025-10-20	Russia	2
2025-10-20	Rwanda	1
2025-10-20	Réunion	4
2025-10-20	Saudi Arabia	49
2025-10-20	Singapore	23
2025-10-20	Slovakia	2
2025-10-20	Slovenia	4
2025-10-20	South Africa	56
2025-10-20	South Korea	10
2025-10-20	Spain	37
2025-10-20	Sri Lanka	3
2025-10-20	Sweden	31
2025-10-20	Switzerland	24
2025-10-20	Taiwan	3
2025-10-20	Thailand	6
2025-10-20	Trinidad & Tobago	10
2025-10-20	Tunisia	5
2025-10-20	Türkiye	16
2025-10-20	United Arab Emirates	26
2025-10-20	United Kingdom	386
2025-10-20	United States	13672
2025-10-20	Uruguay	3
2025-10-20	Venezuela	18
2025-10-20	Vietnam	5
2025-10-20	Zimbabwe	2
2025-10-27	Algeria	2
2025-10-27	American Samoa	2
2025-10-27	Antigua & Barbuda	1
2025-10-27	Argentina	16
2025-10-27	Armenia	1
2025-10-27	Aruba	1
2025-10-27	Australia	680
2025-10-27	Austria	11
2025-10-27	Azerbaijan	1
2025-10-27	Bahamas	5
2025-10-27	Bahrain	1
2025-10-27	Barbados	3
2025-10-27	Belgium	25
2025-10-27	Bolivia	2
2025-10-27	Brazil	44
2025-10-27	Bulgaria	4
2025-10-27	Canada	1530
2025-10-27	Caribbean Netherlands	1
2025-10-27	Cayman Islands	4
2025-10-27	Chile	22
2025-10-27	China	69
2025-10-27	Colombia	11
2025-10-27	Costa Rica	14
2025-10-27	Croatia	10
2025-10-27	Curaçao	1
2025-10-27	Cyprus	18
2025-10-27	Czechia	9
2025-10-27	Denmark	26
2025-10-27	Dominican Republic	19
2025-10-27	Ecuador	5
2025-10-27	Egypt	6
2025-10-27	El Salvador	1
2025-10-27	Eswatini	1
2025-10-27	Fiji	2
2025-10-27	Finland	4
2025-10-27	France	59
2025-10-27	French Guiana	1
2025-10-27	French Polynesia	2
2025-10-27	Georgia	4
2025-10-27	Germany	103
2025-10-27	Ghana	3
2025-10-27	Greece	14
2025-10-27	Grenada	2
2025-10-27	Guadeloupe	1
2025-10-27	Guam	8
2025-10-27	Guatemala	29
2025-10-27	Honduras	3
2025-10-27	Hong Kong	6
2025-10-27	Hungary	10
2025-10-27	Iceland	3
2025-10-27	India	49
2025-10-27	Indonesia	22
2025-10-27	Iran	7
2025-10-27	Iraq	4
2025-10-27	Ireland	42
2025-10-27	Israel	49
2025-10-27	Italy	29
2025-10-27	Jamaica	1
2025-10-27	Japan	26
2025-10-27	Jordan	11
2025-10-27	Kazakhstan	3
2025-10-27	Kenya	6
2025-10-27	Kuwait	9
2025-10-27	Lebanon	13
2025-10-27	Libya	1
2025-10-27	Lithuania	3
2025-10-27	Luxembourg	1
2025-10-27	Malaysia	13
2025-10-27	Maldives	1
2025-10-27	Malta	1
2025-10-27	Mauritius	1
2025-10-27	Mexico	217
2025-10-27	Morocco	8
2025-10-27	Namibia	2
2025-10-27	Netherlands	46
2025-10-27	New Zealand	83
2025-10-27	Nicaragua	1
2025-10-27	Nigeria	5
2025-10-27	Norway	9
2025-10-27	Oman	2
2025-10-27	Pakistan	13
2025-10-27	Panama	11
2025-10-27	Paraguay	1
2025-10-27	Peru	10
2025-10-27	Philippines	42
2025-10-27	Poland	25
2025-10-27	Portugal	27
2025-10-27	Puerto Rico	41
2025-10-27	Qatar	2
2025-10-27	Romania	15
2025-10-27	Russia	2
2025-10-27	Rwanda	1
2025-10-27	Réunion	1
2025-10-27	Saudi Arabia	50
2025-10-27	Senegal	2
2025-10-27	Seychelles	1
2025-10-27	Sierra Leone	1
2025-10-27	Singapore	50
2025-10-27	Sint Maarten	1
2025-10-27	Slovakia	6
2025-10-27	Slovenia	1
2025-10-27	South Africa	78
2025-10-27	South Korea	21
2025-10-27	Spain	40
2025-10-27	Sweden	38
2025-10-27	Switzerland	17
2025-10-27	Taiwan	2
2025-10-27	Thailand	14
2025-10-27	Togo	1
2025-10-27	Trinidad & Tobago	7
2025-10-27	Tunisia	2
2025-10-27	Türkiye	10
2025-10-27	United Arab Emirates	32
2025-10-27	United Kingdom	464
2025-10-27	United States	16152
2025-10-27	Uruguay	1
2025-10-27	Uzbekistan	1
2025-10-27	Venezuela	23
2025-10-27	Vietnam	7
2025-11-03	Antigua & Barbuda	1
2025-11-03	Argentina	13
2025-11-03	Armenia	2
2025-11-03	Australia	236
2025-11-03	Austria	11
2025-11-03	Bahamas	1
2025-11-03	Bahrain	5
2025-11-03	Barbados	5
2025-11-03	Belgium	7
2025-11-03	Brazil	10
2025-11-03	Bulgaria	7
2025-11-03	Cambodia	3
2025-11-03	Canada	560
2025-11-03	Cayman Islands	1
2025-11-03	Chile	10
2025-11-03	China	14
2025-11-03	Colombia	8
2025-11-03	Costa Rica	3
2025-11-03	Croatia	2
2025-11-03	Cyprus	7
2025-11-03	Czechia	6
2025-11-03	Denmark	16
2025-11-03	Dominica	1
2025-11-03	Dominican Republic	5
2025-11-03	Ecuador	5
2025-11-03	Egypt	1
2025-11-03	El Salvador	1
2025-11-03	Estonia	3
2025-11-03	Ethiopia	2
2025-11-03	Finland	17
2025-11-03	France	31
2025-11-03	Georgia	2
2025-11-03	Germany	58
2025-11-03	Greece	8
2025-11-03	Guadeloupe	2
2025-11-03	Guam	2
2025-11-03	Guatemala	7
2025-11-03	Honduras	2
2025-11-03	Hong Kong	5
2025-11-03	Hungary	12
2025-11-03	Iceland	1
2025-11-03	India	37
2025-11-03	Indonesia	10
2025-11-03	Iran	4
2025-11-03	Iraq	3
2025-11-03	Ireland	27
2025-11-03	Israel	22
2025-11-03	Italy	20
2025-11-03	Jamaica	1
2025-11-03	Japan	10
2025-11-03	Jordan	2
2025-11-03	Kazakhstan	6
2025-11-03	Kenya	2
2025-11-03	Kuwait	5
2025-11-03	Latvia	11
2025-11-03	Lebanon	13
2025-11-03	Lesotho	1
2025-11-03	Luxembourg	3
2025-11-03	Malaysia	9
2025-11-03	Malta	1
2025-11-03	Mauritius	1
2025-11-03	Mexico	55
2025-11-03	Morocco	4
2025-11-03	Mozambique	4
2025-11-03	Namibia	1
2025-11-03	Netherlands	21
2025-11-03	New Zealand	42
2025-11-03	Nicaragua	2
2025-11-03	Norway	6
2025-11-03	Oman	2
2025-11-03	Pakistan	7
2025-11-03	Palestine	1
2025-11-03	Panama	2
2025-11-03	Peru	9
2025-11-03	Philippines	22
2025-11-03	Poland	15
2025-11-03	Portugal	11
2025-11-03	Puerto Rico	10
2025-11-03	Qatar	3
2025-11-03	Romania	17
2025-11-03	Rwanda	1
2025-11-03	Saudi Arabia	32
2025-11-03	Singapore	18
2025-11-03	Slovakia	5
2025-11-03	South Africa	41
2025-11-03	South Korea	1
2025-11-03	Spain	32
2025-11-03	Sri Lanka	3
2025-11-03	Sweden	23
2025-11-03	Switzerland	9
2025-11-03	São Tomé & Príncipe	1
2025-11-03	Taiwan	3
2025-11-03	Thailand	5
2025-11-03	Togo	2
2025-11-03	Trinidad & Tobago	12
2025-11-03	Tunisia	1
2025-11-03	Türkiye	3
2025-11-03	Uganda	1
2025-11-03	United Arab Emirates	11
2025-11-03	United Kingdom	228
2025-11-03	United States	6049
2025-11-03	Uruguay	4
2025-11-03	Venezuela	9
2025-11-03	Vietnam	1
2025-11-03	Zambia	1
